"input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","match_status","gnomad_symbol_matches","match_method","match_note","matched_gnomad_symbol","ensembl_gene_id","transcript_id","duplicated_gene_assignment","quality_status","quality_flags"
175,"RNF26","79102","Q9BY78","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF26","ENSG00000173456","ENST00000311413",FALSE,"pass","none"
176,"RNF32","140545","Q9H0A6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF32","ENSG00000105982","ENST00000317955",FALSE,"pass","none"
177,"RNF34","80196","Q969K3","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF34","ENSG00000170633","ENST00000361234",FALSE,"pass","none"
178,"RNF38","152006","Q9H0F5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF38","ENSG00000137075","ENST00000259605",FALSE,"pass","none"
179,"RNF39","80352","Q9H2S5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF39","ENSG00000204618","ENST00000244360",FALSE,"pass","none"
180,"RNF4","6047","P78317","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF4","ENSG00000063978","ENST00000314289",FALSE,"pass","none"
181,"RNF40","9810","O75150","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF40","ENSG00000103549","ENST00000324685",FALSE,"pass","none"
182,"RNF41","10193","Q9H4P4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF41","ENSG00000181852","ENST00000345093",FALSE,"pass","none"
183,"RNF43","54894","Q68DV7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF43","ENSG00000108375","ENST00000407977",FALSE,"pass","none"
184,"RNF44","22838","Q7L0R7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF44","ENSG00000146083","ENST00000274811",FALSE,"pass","none"
185,"RNF5","6048","Q99942","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF5","ENSG00000204308","ENST00000375094",FALSE,"pass","none"
186,"RNF6","6049","Q9Y252","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF6","ENSG00000127870","ENST00000381588",FALSE,"pass","none"
187,"RNF8","9025","O76064","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF8","ENSG00000112130","ENST00000373479",FALSE,"pass","none"
188,"RNFT1","51136","Q5M7Z0","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNFT1","ENSG00000189050","ENST00000305783",FALSE,"pass","none"
189,"RNFT2","84900","Q96EX2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNFT2","ENSG00000135119","ENST00000257575",FALSE,"pass","none"
190,"RSPRY1","89970","Q96DX4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RSPRY1","ENSG00000159579","ENST00000394420",FALSE,"pass","none"
191,"SCAF11","9169","Q99590","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SCAF11","ENSG00000139218","ENST00000369367",FALSE,"pass","none"
192,"SH3RF1","57630","Q7Z6J0","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SH3RF1","ENSG00000154447","ENST00000284637",FALSE,"pass","none"
193,"SH3RF2","153769","Q8TEC5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SH3RF2","ENSG00000156463","ENST00000359120",FALSE,"pass","none"
194,"SH3RF3","344558","Q8TEJ3","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SH3RF3","ENSG00000172985","ENST00000309415",FALSE,"pass","none"
195,"SHPRH","257218","Q149N8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SHPRH","ENSG00000146414","ENST00000275233",FALSE,"pass","none"
196,"SIAH1","6477","Q8IUQ4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SIAH1","ENSG00000196470","ENST00000394725",FALSE,"pass","none"
197,"SIAH2","6478","O43255","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SIAH2","ENSG00000181788","ENST00000312960",FALSE,"pass","none"
198,"SYVN1","84447","Q86TM6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SYVN1","ENSG00000162298","ENST00000377190",FALSE,"pass","none"
199,"TMEM129","92305","A0AVI4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TMEM129","ENSG00000168936","ENST00000382936",FALSE,"pass","none"
200,"TOPORS","10210","Q9NS56","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TOPORS","ENSG00000197579","ENST00000360538",FALSE,"pass","none"
201,"TRAF2","7186","Q12933","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF2","ENSG00000127191","ENST00000247668",FALSE,"pass","none"
202,"TRAF3","7187","Q13114","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF3","ENSG00000131323","ENST00000392745",FALSE,"pass","none"
203,"TRAF4","9618","Q9BUZ4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF4","ENSG00000076604","ENST00000262395",FALSE,"pass","none"
204,"TRAF5","7188","O00463","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF5","ENSG00000082512","ENST00000261464",FALSE,"pass","none"
205,"TRAF6","7189","Q9Y4K3","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF6","ENSG00000175104","ENST00000526995",FALSE,"pass","none"
206,"TRAF7","84231","Q6Q0C0","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF7","ENSG00000131653","ENST00000326181",FALSE,"pass","none"
207,"TRAIP","10293","Q9BWF2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAIP","ENSG00000183763","ENST00000331456",FALSE,"pass","none"
208,"TRIM10","10107","Q9UDY6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM10","ENSG00000204613","ENST00000449742",FALSE,"pass","none"
209,"TRIM11","81559","Q96F44","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM11","ENSG00000154370","ENST00000284551",FALSE,"pass","none"
210,"TRIM13","10206","O60858","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM13","ENSG00000204977","ENST00000378182",FALSE,"pass","none"
211,"TRIM15","89870","Q9C019","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM15","ENSG00000204610","ENST00000376694",FALSE,"pass","none"
212,"TRIM17","51127","Q9Y577","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM17","ENSG00000162931","ENST00000366698",FALSE,"pass","none"
213,"TRIM2","23321","Q9C040","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM2","ENSG00000109654","ENST00000338700",FALSE,"pass","none"
214,"TRIM21","6737","P19474","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM21","ENSG00000132109","ENST00000254436",FALSE,"pass","none"
215,"TRIM22","10346","Q8IYM9","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM22","ENSG00000132274","ENST00000379965",FALSE,"pass","none"
216,"TRIM23","373","P36406","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM23","ENSG00000113595","ENST00000231524",FALSE,"pass","none"
217,"TRIM24","8805","O15164","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM24","ENSG00000122779","ENST00000343526",FALSE,"pass","none"
218,"TRIM25","7706","Q14258","RING, Ubl E3","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM25","ENSG00000121060","ENST00000316881",FALSE,"pass","none"
219,"TRIM26","7726","Q12899","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM26","ENSG00000234127","ENST00000454678",FALSE,"pass","none"
220,"TRIM27","5987","P14373","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM27","ENSG00000204713","ENST00000377199",FALSE,"pass","none"
221,"TRIM28","10155","Q13263","RING, SUMO E3","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM28","ENSG00000130726","ENST00000253024",FALSE,"pass","none"
222,"TRIM3","10612","O75382","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM3","ENSG00000110171","ENST00000345851",FALSE,"pass","none"
223,"TRIM31","11074","Q9BZY9","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM31","ENSG00000204616","ENST00000376734",FALSE,"pass","none"
224,"TRIM32","22954","Q13049","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM32","ENSG00000119401","ENST00000450136",FALSE,"pass","none"
225,"TRIM33","51592","Q9UPN9","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM33","ENSG00000197323","ENST00000358465",FALSE,"pass","none"
226,"TRIM34","53840","Q9BYJ4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM34","ENSG00000258659","ENST00000429814",FALSE,"pass","none"
227,"TRIM35","23087","Q9UPQ4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM35","ENSG00000104228","ENST00000305364",FALSE,"pass","none"
228,"TRIM36","55521","Q9NQ86","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM36","ENSG00000152503","ENST00000513154",FALSE,"pass","none"
229,"TRIM37","4591","O94972","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM37","ENSG00000108395","ENST00000262294",FALSE,"pass","none"
230,"TRIM38","10475","O00635","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM38","ENSG00000112343","ENST00000357085",FALSE,"pass","none"
231,"TRIM39","56658","Q9HCM9","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM39","ENSG00000204599","ENST00000396551",FALSE,"pass","none"
232,"TRIM4","89122","Q9C037","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM4","ENSG00000146833","ENST00000349062",FALSE,"pass","none"
233,"TRIM40","135644","Q6P9F5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM40","ENSG00000204614","ENST00000396581",FALSE,"pass","none"
234,"TRIM41","90933","Q8WV44","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM41","ENSG00000146063","ENST00000315073",FALSE,"pass","none"
235,"TRIM42","287015","Q8IWZ5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM42","ENSG00000155890","ENST00000286349",FALSE,"pass","none"
236,"TRIM43","129868","Q96BQ3","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM43","ENSG00000144015","ENST00000272395",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]"
237,"TRIM43B","653192","A6NCK2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM43B","ENSG00000144010","ENST00000639673",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]"
238,"TRIM45","80263","Q9H8W5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM45","ENSG00000134253","ENST00000256649",FALSE,"pass","none"
239,"TRIM46","80128","Q7Z4K8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM46","ENSG00000163462","ENST00000334634",FALSE,"pass","none"
240,"TRIM47","91107","Q96LD4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM47","ENSG00000132481","ENST00000254816",FALSE,"pass","none"
241,"TRIM48","79097","Q8IWZ4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM48","ENSG00000150244","ENST00000417545",FALSE,"pass","none"
242,"TRIM49","57093","P0CI25","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM49","ENSG00000168930","ENST00000329758",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]"
243,"TRIM49B","283116","A6NDI0","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM49B","ENSG00000182053","ENST00000332682",FALSE,"pass","none"
244,"TRIM49C","642612","P0CI26","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM49C","ENSG00000204449","ENST00000448984",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]"
245,"TRIM49D1","399939","C9J1S8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM49D1","ENSG00000223417","ENST00000420869",FALSE,"flagged","gene_flags=[""low_exome_coverage"",""low_exome_mapping_quality""]; constraint_flags=[""no_exp_lof"",""no_exp_mis"",""no_exp_syn""]"
246,"TRIM49D2","729384","C9J1S8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM49D2","ENSG00000233802","ENST00000623787",FALSE,"flagged","gene_flags=[""low_exome_coverage"",""low_exome_mapping_quality""]; constraint_flags=[""no_exp_lof"",""no_exp_mis"",""no_exp_syn""]"
247,"TRIM5","85363","Q9C035","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM5","ENSG00000132256","ENST00000380034",FALSE,"pass","none"
248,"TRIM50","135892","Q86XT4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM50","ENSG00000146755","ENST00000333149",FALSE,"pass","none"
249,"TRIM51","84767","Q9BSJ1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM51","ENSG00000124900","ENST00000449290",FALSE,"pass","none"
250,"TRIM51G","120824","A0A3B3IT33","RING","RING","unmatched",0,"unmatched","No selected Ensembl protein-coding gnomAD v4.1.1 gene matched this E3 symbol.",,,,FALSE,,
251,"TRIM52","84851","Q96A61","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM52","ENSG00000183718","ENST00000688015",FALSE,"pass","none"
252,"TRIM54","57159","Q9BYV2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM54","ENSG00000138100","ENST00000380075",FALSE,"pass","none"
253,"TRIM55","84675","Q9BYV6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM55","ENSG00000147573","ENST00000315962",FALSE,"pass","none"
254,"TRIM56","81844","Q9BRZ2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM56","ENSG00000169871","ENST00000306085",FALSE,"pass","none"
255,"TRIM58","25893","Q8NG06","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM58","ENSG00000162722","ENST00000366481",FALSE,"pass","none"
256,"TRIM59","286827","Q8IWR1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM59","ENSG00000213186","ENST00000309784",FALSE,"pass","none"
257,"TRIM6","117854","Q9C030","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM6","ENSG00000121236","ENST00000380097",FALSE,"pass","none"
258,"TRIM60","166655","Q495X7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM60","ENSG00000176979","ENST00000512596",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
259,"TRIM61","391712","Q5EBN2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM61","ENSG00000183439","ENST00000329314",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]"
260,"TRIM62","55223","Q9BVG3","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM62","ENSG00000116525","ENST00000291416",FALSE,"pass","none"
261,"TRIM63","84676","Q969Q1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM63","ENSG00000158022","ENST00000374272",FALSE,"pass","none"
262,"TRIM64","120146","A6NGJ6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM64","ENSG00000204450","ENST00000533122",FALSE,"flagged","gene_flags=[""low_exome_coverage"",""low_exome_mapping_quality""]"
263,"TRIM64B","642446","A6NI03","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM64B","ENSG00000189253","ENST00000329862",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]; constraint_flags=[""no_exp_lof"",""outlier_syn""]"
264,"TRIM64C","646754","A6NLI5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM64C","ENSG00000214891","ENST00000617704",FALSE,"pass","none"
265,"TRIM65","201292","Q6PJ69","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM65","ENSG00000141569","ENST00000269383",FALSE,"pass","none"
266,"TRIM67","440730","Q6ZTA4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM67","ENSG00000119283","ENST00000366653",FALSE,"pass","none"
267,"TRIM68","55128","Q6AZZ1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM68","ENSG00000167333","ENST00000300747",FALSE,"pass","none"
268,"TRIM69","140691","Q86WT6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM69","ENSG00000185880","ENST00000329464",FALSE,"pass","none"
269,"TRIM7","81786","Q9C029","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM7","ENSG00000146054","ENST00000274773",FALSE,"pass","none"
270,"TRIM71","131405","Q2Q1W2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM71","ENSG00000206557","ENST00000383763",FALSE,"pass","none"
271,"TRIM72","493829","Q6ZMU5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM72","ENSG00000177238","ENST00000322122",FALSE,"pass","none"
272,"TRIM73","375593","Q86UV7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM73","ENSG00000178809","ENST00000323819",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]; constraint_flags=[""no_exp_lof"",""outlier_syn""]"
273,"TRIM74","378108","Q86UV6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM74","ENSG00000155428","ENST00000285805",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]"
274,"TRIM75","391714","A6NK02","RING","RING","unmatched",0,"unmatched","No selected Ensembl protein-coding gnomAD v4.1.1 gene matched this E3 symbol.",,,,FALSE,,
275,"TRIM77","390231","I1YAP6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM77","ENSG00000214414","ENST00000398290",FALSE,"pass","none"
276,"TRIM8","81603","Q9BZR9","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM8","ENSG00000171206","ENST00000643721",FALSE,"pass","none"
277,"TRIM9","114088","Q9C026","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM9","ENSG00000100505","ENST00000684578",FALSE,"pass","none"
278,"TRIML1","339976","Q8N9V2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIML1","ENSG00000184108","ENST00000332517",FALSE,"pass","none"
